scode,scity,Time_cj,Time_js,rtype,vis,wind,deg,sc,spd,dir,pres,astro,mr,sr,ss,ms,cond,code_n,code_d,txt_n,txt_d,tmp,max,min,pop,date,pcpn,hum,aqi
,AH_00_00,1508396400,1508399852,0,10,,29,4,4,东北风,1023,,,,,,,,,,,17,,,,,,72,
